Title,Year,Rating,Votes,Synopsis,Runtime
The Beatles and India,2021,6.5,557.0,"Documentary exploring how John, Paul, George and Ringo fell in love with Indian culture while visiting the Maharishi Mahesh Yogi at his Himalayan ashram in 1968.",1h 36m
Lingui,2021,6.8,1400.0,"Amina, a practicing Muslim, lives with her daughter, 15-year-old Maria. When Amina learns Maria is pregnant and wants to abort the child, they face an impossible situation in a country where abortion is legally and morally condemned.",1h 27m
Madame X,2021,6.8,985.0,"Filmed in Lisbon, Portugal, the film captures the pop icon's rare and rapturous tour performance, hailed by sold out theatrical audiences worldwide. The unprecedented intimate streaming experience will take viewers on a journey as compelling and audacious as Madonna's fearless persona, Madame X, a secret agent traveling around the world, changing identities, fighting for freedom and bringing light to dark places.",1h 53m
The Haunted Hotel,2021,4.6,520.0,"Eight tales of ghostly encounters through the decades, manifesting amid the ruins of a once grand English hotel.",1h 35m
Kaaval,2021,5.2,1600.0,"Thamban and Antony were best friends and business partners. A family tragedy and its falling-out separates them for good. But now Antony and his family faces a grievous situation, and he is forced to ask his old friend for help.",2h 27m
Sabhaapathy,2021,5.7,2700.0,Certain circumstances get an innocent guy into a serious issue involving millions of money and his life turns upside down.,2h 3m
Dragon Fury,2021,2.8,658.0,A team of experts travels deep into the mountains to find a dangerous creature.,1h 28m
Jan.E.Man,2021,7.8,3400.0,"Joy Mon plans his own birthday party to overcome sadness and loneliness, but things take an unpleasant turn when the man next to his friend's house become deceased. Can Joy Mon have a pleasant and cheerful birthday celebration ?",2h 27m
Ellam Sheriyakum,2021,6.1,1900.0,Chacko sir's dream of becoming Chief Minister of Kerala get scattered when his daughter elope and marry a comrade from opposition. This political satire drama focuses on the newly married young couples having different political views,2h 18m
Just Short of Perfect,2021,5.5,1300.0,"A divorced lawyer falls for a charismatic cardiologist. But when their difference in size leads to family friction, is she ready to listen to her heart?",1h 34m
"Strip Down, Rise Up",2021,5.5,751.0,Academy Award Nominated director Michèle Ohayon's Verite film follows women of all ages and ethnic backgrounds who heal trauma and body image shame through sensual dance and daring pole dance artistry.,1h 52m
Killing Escobar,2021,6.2,560.0,"The untold story of the attempted assassination of Pablo Escobar, while at the height of his powers, by a small team of elite mercenaries.",1h 33m
The Sleepless Unrest: The Real Conjuring Home,2021,3.8,1300.0,"The world-famous house that inspired The Conjuring film has recently been sold and is now open to paranormal investigations. With special access, a small group of filmmakers and paranormal investigators are allowed to move into the famously haunted home for two weeks in hopes of capturing evidence. During this time the group will be experiencing, investigating, and documenting every moment. Will they be able to make it through their stay? Do malevolent spirits still haunt this home, or is it something more sinister?",1h 20m
A Christmas Tale,2021,6.3,2000.0,A tale of a boy from a wealthy family who during his work at the post office steals Christmas gifts from the wealthy to give to the poor people of Stockholm.,1h 44m
Így vagy tökéletes,2021,6.2,653.0,"The film, set in today's Budapest, is a romantic dramedy about the lies of relationships and creation, in which the world of advertising, book publishing and social media collide with the accidental meeting of the two protagonists. As the burnt-out advertiser and the esoteric success author come into ever closer contact with each other, they become entangled in a web of their own emotions and well-constructed lies.",1h 45m
Hababam Sinifi: Yaz Oyunlari,2021,3.2,771.0,Private Çamlica High School students are entitled to participate in the traditional high school summer games held in Cyprus.,1h 48m
"Wrong Place, Wrong Time",2021,3.0,1900.0,"A team of mercenaries plot to steal 14 billion dollars of laundered money. After being double-crossed, they find refuge in the middle of nowhere with a mysterious family carrying an unsettling secret. They discover that the man of the house is a creature of the dark and they must fight to survive the night.",1h 25m
Gateway,2021,4.8,754.0,In an ordinary abandoned house - On what could be your ordinary street - A gang of desperate criminals have found something - or has it found them.,1h 20m
Scare Us,2021,4.6,695.0,"A chilling horror anthology comprising five short stories, penned by an unlikely group of aspiring writers, in Sugarton - a small town plagued by the apparent return of an infamous serial killer, dubbed ""Cutthroat."" They've come to share their scary stories (with each other and the bookstore owner, Peter, who leads the group), but soon discover they've become the stars of a sick killer's own twisted tale.",1h 37m
Who We Are: A Chronicle of Racism in America,2021,7.7,1300.0,"Interweaving lecture, personal anecdotes, interviews, and shocking revelations, lawyer Jeffery Robinson draws a stark timeline of anti-Black racism in the United States, from slavery to the modern myth of a post-racial America.",1h 57m
Narappa,2021,7.7,4300.0,"A conflict between Dalits and Kamma landlords which is based on the Karamchedu massacre, that happened in 1985.",2h 33m
Donny's Bar Mitzvah,2021,5.6,3100.0,Donny Drucker's 1998 Bar Mitzvah VHS Tape.,1h 19m
The Tsugua Diaries,2021,6.2,649.0,"Follows Crista, Carloto and João who are building an airy greenhouse for butterflies in the garden and share household routines, but they are not the only ones.",1h 42m
Nail Bomber: Manhunt,2021,6.3,2600.0,"This documentary tells the story of the 1999 London bombings that targeted minority communities, and the race to find the far-right extremist behind them.",1h 12m
Amina,2021,4.1,508.0,"In 16th-century Zazzau, now Zaria, Nigeria, Amina must utilize her military skills and tactics to defend her family's kingdom.",1h 45m
Rider,2021,5.7,520.0,"Rider is a romantic action entertainer movie directed by Vijay Kumar Konda. Produced by Sunil Gowda Chandru Manoharan. The movie casts Nikhil Kumar and Kashmira Pardeshi are in the lead roles along with Dattanna, Achyuth Kumar, Chikanna, Shivaraj KR Pete, Sampada Hulivana, Rajesh Nataranga, Shobaraj, Niharika, Anusha are seen in supporting role while Arjun Janya scored music for this movie.",2h 25m
Burial Ground Massacre,2021,3.0,1800.0,"A group of college students spend a night at an old, eerie manor, only to realize that a terrifying stalker is watching their every move as he begins plans to repossess an ancient Native American artifact located inside.",1h 40m
While We Sleep,2021,3.5,557.0,"After observing a hauntingly familiar abnormal CAT scan of a 13 year old girl, radiologist Nina Evanko battles to find the source of the young girl's sleeping disorder. What she discovers is darker and stranger than she could have imagined.",1h 32m
One More Shot,2021,5.0,560.0,"After his wife's death professional bodyguard Lung Wei went overseas to find doctors for his daughter, but instead found a new job as a virtual reality tester.",1h 22m
Collar Bomb,2021,5.1,1800.0,"A glorified cop's life is thrown into chaos as he is forced to commit a series of crimes before a suicide bomber blows up a school. As he races against time, he's confronted by an evil that is hell-bent on striking raw, primal terror.",1h 26m
Teddy,2021,6.4,3500.0,A youngster with OCD sets out to save a girl from the clutches of an international medical mafia with the help of a teddy bear which behaves like humans.,2h 16m
Love Story,2021,6.8,4600.0,A Zumba instructor who falls in love with a girl from an upper-caste Hindu family. Their love faces numerous challenges due to caste differences.,2h 35m
Dead Again,2021,2.9,658.0,"In a rural village where crime is non existent, a police sergeant is retiring out of boredom. He is sent a young recruit fresh out of police school. All hell is about to break loose in this apocalyptic horror film.",1h 15m
Paul Dood's Deadly Lunch Break,2021,5.7,721.0,"A weedy charity-shop worker is set on winning the big national talent show. But when the actions of 5 selfish people cause him to miss his audition, he sets out to seek deathly revenge. It's 1 lunch break, 5 spectacular murders.",1h 35m
Haunted Trail,2021,4.2,702.0,A group of college friends receive the surprise of their lives when they discover there is an actual killer on the scene of a local haunted trail.,1h 20m
"Vengeance Is Mine, All Others Pay Cash",2021,6.8,1000.0,"In a society ruled by machismo, a hibernating ""bird"" becomes a serious matter. In a life of brutality, the sleeping bird is an allegory for a peaceful and serene life, even when the whole world tries desperately to rouse it.",1h 54m
Libertad,2021,6.5,858.0,"Nora's quiet life is turned upside down when, during her summer holidays, this naive 15-year old comes across Libertad. This new, intense friendship between the two utterly different girls will guide them towards adolescence.",1h 44m
Bartkowiak,2021,5.1,1500.0,"After his brother dies in a car crash, a disgraced MMA fighter takes over the family nightclub and soon learns his sibling's death wasn't an accident.",1h 31m
"The Murder of Gabby Petito: Truth, Lies and Social Media",2021,6.4,625.0,Examines Gabby's life through the curated lens she created and immerses the viewer in the world of social-media sleuthing that was crucial to the case.,1h 25m
Christmas Thieves,2021,5.2,521.0,Two young kids end up spending Christmas eve alone and they mistake two burglars for Santa,1h 17m
